КодЗакупки,НазваниеЗакупки,ДатаЗакупки,КодФилиала,ИНН,КодГруппы,КодКомиссии,СуммаПлан,СуммаФакт,ФлагИмпорта,СтатусКонтракта
40003765194,Услуги ТО и ремонт оборудования для ООО Соровскнефть (процедура 40003765194),2023-05-15,66,9900000119,67,ЗК-Услуги-001,222384.21,181286.42,1,Исполнен
40003585957,Услуги Геофизические исследования (ГИС) — Туапсинский НПЗ (№40003585957),2022-09-30,29,9900000005,59,ЗК-Услуги-001,242200.19,180276.06,1,В работе
40008532573,"Услуги Зарезка боковых стволов (ЗБС), филиал НК НПЗ (процедура 40008532573)",2022-09-05,12,9900000068,56,ЗК-Услуги-005,217585.76,179990.06,1,В работе
40003898409,Услуги Капитальное строительство для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40003898409),2023-07-07,21,9900000079,0,ЗК-Услуги-010,196870.64,178921.38,1,Исполнен
40009956162,Услуги Экология и охрана труда — АО РН-Няганьнефтегаз (№40009956162),2024-09-04,35,9900000067,95,ЗК-Услуги-005,209262.2,178673.93,1,Расторгнут
40009956162,"Услуги Экология и охрана труда, филиал АО РН-Няганьнефтегаз (процедура 40009956162)",2024-09-04,35,9900000238,95,ЗК-Услуги-005,209262.2,178673.93,1,Расторгнут
40002790965,Услуги Прочие геологические услуги для АО РН-Ярославль (процедура 40002790965),2025-06-24,43,9900000056,99,ЗК-Услуги-010,143949.29,178488.28,1,Исполнен
40004792982,Услуги Авиаперевозки и работы — АО КНП (№40004792982),2025-12-15,33,9900000061,83,ЗК-Услуги-006,165774.75,178303.44,1,В работе
40002224667,"Услуги Прочие геологические услуги, филиал РН-Морской_терминал_Находка (процедура 40002224667)",2025-05-23,72,9900000098,99,ЗК-Услуги-008,207007.49,177834.45,1,Исполнен
40007890604,Услуги Эксплуатационное бурение для РН-Морской_терминал_Находка (процедура 40007890604),2022-06-22,72,7705838531,55,ЗК-Услуги-003,205710.34,177657.8,1,Исполнен
40009558986,Услуги Сопровождение бурения — ООО РН ВАНКОР (№40009558986),2025-12-16,68,9900000245,57,ЗК-Услуги-009,181909.78,176621.03,1,Исполнен
40003768983,"Услуги Экология и охрана труда, филиал Уфимский филиал АО РН-ПН (процедура 40003768983)",2024-12-05,26,9900000054,95,ЗК-Услуги-001,214456.16,176009.62,1,Исполнен
40002262164,Услуги Химизация добычи для ПЕНЗАНЕФТЕПРОДУКТ (процедура 40002262164),2025-10-12,83,9900000075,66,ЗК-Услуги-004,223582.11,175777.7,1,Исполнен
40000256925,Услуги Ж/д перевозки — ООО СКН (№40000256925),2024-09-02,87,9900000004,82,ЗК-Услуги-009,159073.78,174645.49,1,Исполнен
40000256925,"Услуги Ж/д перевозки, филиал ООО СКН (процедура 40000256925)",2024-09-02,87,9900000175,82,ЗК-Услуги-008,159073.78,174645.49,1,Исполнен
40009042753,Услуги Работа с гибкими трубами (ГНКТ) для АО Отрадненский ГПЗ (процедура 40009042753),2024-10-10,55,9900000259,61,ЗК-Услуги-010,133238.87,174173.6,1,Исполнен
40000331084,Услуги Инвестпроекты и НИОКР — СНКНГ Славнефть-Красноярскнефтегаз (№40000331084),2025-11-25,21,9900000072,89,ЗК-Услуги-009,135606.04,173705.96,1,Исполнен
40003350694,"Услуги ИТ-услуги и поддержка, филиал АО РН-Тверь (процедура 40003350694)",2022-12-22,59,9900000003,86,ЗК-Услуги-001,132345.76,173341.06,1,Исполнен
40003350694,Услуги ИТ-услуги и поддержка для АО РН-Тверь (процедура 40003350694),2022-12-22,59,9900000003,86,ЗК-Услуги-009,132345.76,173341.06,1,Исполнен
40009881113,Услуги Финансы и консалтинг — ООО РН-Черноземье (№40009881113),2022-03-11,6,9900000049,80,ЗК-Услуги-003,203370.16,173328.03,1,Исполнен
40003910820,"Услуги Аренда и покупка имущества, филиал АО ННК (процедура 40003910820)",2025-05-17,1,9900000075,93,ЗК-Услуги-010,161638.22,173197.59,1,В работе
40009630404,Услуги Финансы и консалтинг для 6. ПАО АНК Башнефть (процедура 40009630404),2023-11-03,17,9900000070,80,ЗК-Услуги-009,164238.09,172420.31,1,Исполнен
40009630404,Услуги Финансы и консалтинг — 6. ПАО АНК Башнефть (№40009630404),2023-11-03,17,6633028244,80,ЗК-Услуги-001,164238.09,172420.31,1,Исполнен
40009630404,"Услуги Финансы и консалтинг, филиал 6. ПАО АНК Башнефть (процедура 40009630404)",2023-11-03,17,9900000007,80,ЗК-Услуги-001,164238.09,172420.31,1,Исполнен
40002384877,Услуги Прочие геологические услуги для РН-АЭРО (процедура 40002384877),2025-04-19,40,9900000051,99,ЗК-Услуги-009,208927.78,172309.9,1,Исполнен
40002880118,Услуги Непроизводственные объекты — РН-ОХРАНА-АНГАРСК (№40002880118),2025-06-29,7,9900000021,78,ЗК-Услуги-006,206408.89,172236.96,1,Расторгнут
40008554210,"Услуги Маркетинг и мероприятия, филиал 00_РН-Москва (процедура 40008554210)",2024-12-16,65,9900000074,92,ЗК-Услуги-004,177217.94,171933.48,1,В работе
40007630509,Услуги Сопровождение бурения для УНХ (процедура 40007630509),2025-07-09,9,9900000091,57,ЗК-Услуги-007,230367.99,171887.53,1,Исполнен
40007630509,Услуги Сопровождение бурения — УНХ (№40007630509),2025-07-09,9,9900000161,57,ЗК-Услуги-005,230367.99,171887.53,1,Исполнен
40009867877,"Услуги Прочие нефтепромысловые услуги, филиал ООО СКН (процедура 40009867877)",2024-11-06,87,7708639661,71,ЗК-Услуги-010,221520.29,170847.35,1,Исполнен
40009388071,Услуги Промбезопасность и контроль для АО Тюменнефтегаз (процедура 40009388071),2025-10-06,73,9900000055,69,ЗК-Услуги-007,139273.52,170099.11,1,Исполнен
40003744144,Услуги Работа с гибкими трубами (ГНКТ) — ООО РН Комсомольский - НПЗ (№40003744144),2025-02-20,28,9900000060,61,ЗК-Услуги-008,226586.81,169230.63,1,Исполнен
40002854942,"Услуги Охрана и режим, филиал АО РН-Ярославль (процедура 40002854942)",2024-07-07,43,9900000074,87,ЗК-Услуги-008,164489.85,169196.33,1,Исполнен
40002854942,Услуги Охрана и режим для АО РН-Ярославль (процедура 40002854942),2024-07-07,43,9900000063,87,ЗК-Услуги-001,164489.85,169196.33,1,Исполнен
40001840884,Услуги Непроизводственные объекты — ООО ПНЦ Биосфера (№40001840884),2025-07-25,51,1655142978,78,ЗК-Услуги-008,208010.38,168486.87,1,В работе
40009274731,"Услуги ИТ-услуги и поддержка, филиал РН-СТ (процедура 40009274731)",2022-12-04,71,9900000252,86,ЗК-Услуги-006,192821.56,168323.84,1,В работе
40009274731,Услуги ИТ-услуги и поддержка для РН-СТ (процедура 40009274731),2022-12-04,71,9900000098,86,ЗК-Услуги-004,192821.56,168323.84,1,В работе
40009274731,Услуги ИТ-услуги и поддержка — РН-СТ (№40009274731),2022-12-04,71,9900000098,86,ЗК-Услуги-008,192821.56,168323.84,1,В работе
40009274731,"Услуги ИТ-услуги и поддержка, филиал РН-СТ (процедура 40009274731)",2022-12-04,71,9900000119,86,ЗК-Услуги-003,192821.56,168323.84,1,В работе
40009988214,Услуги Проектно-изыскательские работы (ПИР) для АО РН-Няганьнефтегаз (процедура 40009988214),2024-10-31,35,9900000002,73,ЗК-Услуги-004,211300.39,167637.45,1,В работе
40009678271,Услуги Зарезка боковых стволов (ЗБС) — АнгараНефть (№40009678271),2022-08-25,56,7705838531,56,ЗК-Услуги-006,166429.91,166909.13,1,Исполнен
40009678271,"Услуги Зарезка боковых стволов (ЗБС), филиал АнгараНефть (процедура 40009678271)",2022-08-25,56,9900000004,56,ЗК-Услуги-007,166429.91,166909.13,1,Исполнен
40005844665,Услуги HR и обучение персонала для АО РН-Ярославль (процедура 40005844665),2024-02-21,43,9900000245,94,ЗК-Услуги-004,157394.89,165804.63,1,Исполнен
40005653072,Услуги Прочие непроизводственные услуги — ВНИКТИНХО (№40005653072),2023-10-18,46,9900000126,102,ЗК-Услуги-004,127877.37,164836.26,1,Исполнен
40003581058,"Услуги Прочие непроизводственные услуги, филиал УНХ (процедура 40003581058)",2025-06-30,9,9900000119,102,ЗК-Услуги-007,158628.81,164606.57,1,Исполнен
40002415610,Услуги EPC/EPCM контракты для ООО РН-Черноземье (процедура 40002415610),2024-04-01,6,9900000004,74,ЗК-Услуги-006,187058.02,164285.9,1,Исполнен
40008401938,Услуги Прочие геологические услуги — АО ННК (№40008401938),2023-01-17,1,9900000189,99,ЗК-Услуги-008,171635.44,163950.94,1,Исполнен
40008514825,"Услуги Промбезопасность и контроль, филиал ВНИКТИНХО (процедура 40008514825)",2023-10-17,46,9900000057,69,ЗК-Услуги-001,123599.45,162225.57,1,Исполнен
40008514825,Услуги Промбезопасность и контроль для ВНИКТИНХО (процедура 40008514825),2023-10-17,46,9900000067,69,ЗК-Услуги-010,123599.45,162225.57,1,Исполнен
40007228546,Услуги Ж/д перевозки — АО РОСПАН ИНТЕРНЕШНЛ (№40007228546),2024-12-29,41,9900000059,82,ЗК-Услуги-007,211723.88,161654.38,1,Исполнен
40000249290,"Услуги Промбезопасность и контроль, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40000249290)",2023-05-29,21,9900000073,69,ЗК-Услуги-007,124579.91,161259.58,1,Исполнен
40005306615,Услуги Страхование для 6. ПАО АНК Башнефть (процедура 40005306615),2024-10-23,17,9900000064,81,ЗК-Услуги-007,139017.05,161099.37,1,Исполнен
40009843698,Услуги Операторские и агентские услуги — РН-Краснодарнефтегаз (№40009843698),2025-08-25,14,6633028244,70,ЗК-Услуги-007,154864.23,160215.99,1,Исполнен
40008017792,"Услуги Энергоснабжение, филиал РН-Лояльность (процедура 40008017792)",2022-04-07,82,9900000057,101,ЗК-Услуги-010,141165.14,159486.37,1,Исполнен
40000077549,Услуги Химизация добычи для Туапсинский НПЗ (процедура 40000077549),2025-02-24,29,9900000005,66,ЗК-Услуги-010,180122.59,158538.23,1,Исполнен
40009585754,Услуги Химизация добычи — ВНИКТИНХО (№40009585754),2025-07-04,46,9900000203,66,ЗК-Услуги-008,160911.46,158342.18,1,Исполнен
40001675285,"Услуги Охрана и режим, филиал ООО РН-Черноземье (процедура 40001675285)",2022-06-20,6,9900000005,87,ЗК-Услуги-009,196099.38,158114.54,1,В работе
40008197437,Услуги Операторские и агентские услуги для ООО РН-ГИР (процедура 40008197437),2022-06-19,39,9900000003,70,ЗК-Услуги-009,132561.69,156988.32,1,Исполнен
40008197437,Услуги Операторские и агентские услуги — ООО РН-ГИР (№40008197437),2022-06-19,39,9900000140,70,ЗК-Услуги-002,132561.69,156988.32,1,Исполнен
40000255975,"Услуги Финансы и консалтинг, филиал ООО РН-Пожарная безопасность (процедура 40000255975)",2022-08-27,47,9900000119,80,ЗК-Услуги-007,189233.28,156902.7,1,В работе
40003860922,Услуги Энергоснабжение для АО РН-Няганьнефтегаз (процедура 40003860922),2022-02-21,35,9900000182,101,ЗК-Услуги-007,191479.87,156185.69,1,Исполнен
40003845730,Услуги Работа с гибкими трубами (ГНКТ) — ООО РН-СтройКонтроль (№40003845730),2024-11-29,48,9900000004,61,ЗК-Услуги-004,163107.89,155807.59,1,Исполнен
40003120061,"Услуги Проектно-изыскательские работы (ПИР), филиал АО РН-Тверь (процедура 40003120061)",2025-01-30,59,9900000071,73,ЗК-Услуги-009,169891.86,155493.54,1,Исполнен
40003120061,Услуги Проектно-изыскательские работы (ПИР) для АО РН-Тверь (процедура 40003120061),2025-01-30,59,9900000140,73,ЗК-Услуги-008,169891.86,155493.54,1,Исполнен
40006211838,Услуги Прочие нефтепромысловые услуги — АО РН-Тверь (№40006211838),2025-07-31,59,9900000175,71,ЗК-Услуги-001,181452.72,154031.34,1,Расторгнут
40006211838,"Услуги Прочие нефтепромысловые услуги, филиал АО РН-Тверь (процедура 40006211838)",2025-07-31,59,9900000224,71,ЗК-Услуги-002,181452.72,154031.34,1,Расторгнут
40003710777,Услуги Инвестпроекты и НИОКР для ООО РН-Черноземье (процедура 40003710777),2024-02-27,6,9900000224,89,ЗК-Услуги-002,156593.72,153826.0,1,Исполнен
40005528941,Услуги Промбезопасность и контроль — ООО РН_БУНКЕР (№40005528941),2024-01-06,61,9900000098,69,ЗК-Услуги-008,185958.63,153470.96,1,Исполнен
40006660808,"Услуги Разведочное бурение, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40006660808)",2022-02-18,41,9900000075,96,ЗК-Услуги-001,119407.72,153157.24,1,В работе
40005654292,Услуги Промбезопасность и контроль для Саратовнефтепродукт (процедура 40005654292),2024-02-05,67,8913008910,69,ЗК-Услуги-004,179805.23,151881.05,1,Исполнен
40005654292,Услуги Промбезопасность и контроль — Саратовнефтепродукт (№40005654292),2024-02-05,67,9900000060,69,ЗК-Услуги-010,179805.23,151881.05,1,Исполнен
40009570628,"Услуги Ремонт и освоение скважин, филиал Нефтепромлизинг (процедура 40009570628)",2025-08-12,75,9900000161,62,ЗК-Услуги-005,141084.6,150857.71,1,Исполнен
40009570628,Услуги Ремонт и освоение скважин для Нефтепромлизинг (процедура 40009570628),2025-08-12,75,9900000154,62,ЗК-Услуги-009,141084.6,150857.71,1,Исполнен
40007131695,Услуги Строительство и содержание дорог — ООО РН-ГИР (№40007131695),2025-05-05,39,9900000238,64,ЗК-Услуги-007,183080.42,150100.06,1,В работе
40007131695,"Услуги Строительство и содержание дорог, филиал ООО РН-ГИР (процедура 40007131695)",2025-05-05,39,7705838531,64,ЗК-Услуги-008,183080.42,150100.06,1,В работе
40004684304,Услуги Социально-бытовые услуги для ООО ИК СИБИНТЕК (процедура 40004684304),2025-06-21,80,7708639661,84,ЗК-Услуги-009,142890.19,149963.34,1,Исполнен
40004684304,Услуги Социально-бытовые услуги — ООО ИК СИБИНТЕК (№40004684304),2025-06-21,80,9900000064,84,ЗК-Услуги-007,142890.19,149963.34,1,Исполнен
40007692403,"Услуги Автотранспортные услуги, филиал АО Тюменнефтегаз (процедура 40007692403)",2024-11-18,73,9900000035,63,ЗК-Услуги-005,196382.64,149791.75,1,Исполнен
40007692403,Услуги Автотранспортные услуги для АО Тюменнефтегаз (процедура 40007692403),2024-11-18,73,9900000053,63,ЗК-Услуги-005,196382.64,149791.75,1,Исполнен
40005335679,Услуги Работа с гибкими трубами (ГНКТ) — ЗАО ИННЦ (№40005335679),2023-03-08,27,1655142978,61,ЗК-Услуги-010,124075.99,149748.3,1,В работе
40003803782,"Услуги Маркетинг и мероприятия, филиал РН-ОХРАНА-АНГАРСК (процедура 40003803782)",2025-04-21,7,9900000007,92,ЗК-Услуги-006,133415.94,149640.02,1,Исполнен
40002754036,Услуги Социально-бытовые услуги для АО Отрадненский ГПЗ (процедура 40002754036),2022-08-28,55,9900000075,84,ЗК-Услуги-005,161490.33,149388.79,1,Исполнен
40001725556,Услуги Операторские и агентские услуги — ООО РН Комсомольский - НПЗ (№40001725556),2025-08-21,28,9900000147,70,ЗК-Услуги-009,183429.45,148500.76,1,Исполнен
40001725556,"Услуги Операторские и агентские услуги, филиал ООО РН Комсомольский - НПЗ (процедура 40001725556)",2025-08-21,28,9900000084,70,ЗК-Услуги-003,183429.45,148500.76,1,Исполнен
40007577504,Услуги Проектно-изыскательские работы (ПИР) для ООО РН ВАНКОР (процедура 40007577504),2024-06-04,68,9900000062,73,ЗК-Услуги-003,176578.38,148394.37,1,Исполнен
40002034585,Услуги EPC/EPCM контракты — Филиал ПАО АНК Башнефть Башнефть-Новойл (№40002034585),2023-07-12,10,9900000079,74,ЗК-Услуги-007,125418.22,147895.11,1,Исполнен
40001302425,"Услуги Капитальное строительство, филиал ООО РН Комсомольский - НПЗ (процедура 40001302425)",2023-03-25,28,9900000066,0,ЗК-Услуги-007,191952.65,147737.43,1,Исполнен
40001302425,Услуги Капитальное строительство для ООО РН Комсомольский - НПЗ (процедура 40001302425),2023-03-25,28,9900000231,0,ЗК-Услуги-006,191952.65,147737.43,1,Исполнен
40005993105,Услуги Строительство и содержание дорог — АРТ АВИА (№40005993105),2025-07-19,23,9900000052,64,ЗК-Услуги-003,129739.88,147064.98,1,Исполнен
40003785253,"Услуги Обслуживание энергохозяйства, филиал АнгараНефть (процедура 40003785253)",2022-08-31,56,9900000067,68,ЗК-Услуги-007,156748.37,146839.97,1,В работе
40003403054,Услуги Корпоративная безопасность для РН-Морской_терминал_Находка (процедура 40003403054),2023-09-29,72,9900000001,60,ЗК-Услуги-005,196330.31,146826.51,1,Исполнен
40003403054,Услуги Корпоративная безопасность — РН-Морской_терминал_Находка (№40003403054),2023-09-29,72,9900000058,60,ЗК-Услуги-007,196330.31,146826.51,1,Исполнен
40001111832,"Услуги Экология и охрана труда, филиал ВНИКТИНХО (процедура 40001111832)",2025-11-14,46,9900000005,95,ЗК-Услуги-002,193646.12,145555.82,1,Исполнен
40005164423,Услуги Прочие непроизводственные услуги для Уфимский филиал АО РН-ПН (процедура 40005164423),2022-11-16,26,9900000224,102,ЗК-Услуги-006,173540.74,144913.22,1,В работе
40001849271,Услуги Социально-бытовые услуги — Нефтепромлизинг (№40001849271),2025-04-29,75,9900000161,84,ЗК-Услуги-008,173230.23,144886.72,1,Исполнен
40009888311,"Услуги ИТ-услуги и поддержка, филиал АО РН-Ярославль (процедура 40009888311)",2023-11-12,43,9900000042,86,ЗК-Услуги-001,145443.82,144788.09,1,Исполнен
40008630237,Услуги HR и обучение персонала для РН-Краснодарнефтегаз (процедура 40008630237),2024-10-30,14,9900000065,94,ЗК-Услуги-004,149659.88,144613.38,1,Исполнен
40001776069,Услуги Операционные услуги добычи — ООО Харампурнефтегаз (№40001776069),2023-08-18,70,9900000126,65,ЗК-Услуги-001,175468.33,144347.97,1,Исполнен
40000668527,"Услуги Экология и охрана труда, филиал ООО РН-СтройКонтроль (процедура 40000668527)",2025-04-15,48,9900000133,95,ЗК-Услуги-001,115510.79,144271.55,1,Исполнен
40000668527,Услуги Экология и охрана труда для ООО РН-СтройКонтроль (процедура 40000668527),2025-04-15,48,9900000067,95,ЗК-Услуги-010,115510.79,144271.55,1,Исполнен
40004811130,Услуги ТО и ремонт оборудования — РН-АЭРО (№40004811130),2023-11-13,40,9900000061,67,ЗК-Услуги-008,161232.72,144233.1,1,Исполнен
40002419536,"Услуги Автотранспортные услуги, филиал 6. ПАО АНК Башнефть (процедура 40002419536)",2022-07-14,17,9900000060,63,ЗК-Услуги-007,115159.95,143966.6,1,Исполнен
40002419536,Услуги Автотранспортные услуги для 6. ПАО АНК Башнефть (процедура 40002419536),2022-07-14,17,6633028244,63,ЗК-Услуги-010,115159.95,143966.6,1,Исполнен
40008289444,Услуги Авиаперевозки и работы — ТЗК Шереметьево (№40008289444),2023-10-05,42,9900000189,83,ЗК-Услуги-001,108450.58,143434.18,1,В работе
40009352041,"Услуги Авторский и технадзор, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40009352041)",2024-04-01,21,9900000075,79,ЗК-Услуги-002,162435.76,141949.55,1,Исполнен
40006370765,Услуги Авиаперевозки и работы для ООО СКН (процедура 40006370765),2025-10-13,87,9900000028,83,ЗК-Услуги-004,167773.61,140333.0,1,Исполнен
40007993207,Услуги Маркетинг и мероприятия — ВНИКТИНХО (№40007993207),2025-05-25,46,9900000042,92,ЗК-Услуги-001,145730.17,139889.09,1,Исполнен
40006041159,"Услуги EPC/EPCM контракты, филиал АО РН-Ярославль (процедура 40006041159)",2025-01-20,43,9900000062,74,ЗК-Услуги-003,120568.87,138439.71,1,Исполнен
40002922939,Услуги Авиаперевозки и работы для ООО РН-Драгмет (процедура 40002922939),2024-11-23,38,9900000091,83,ЗК-Услуги-008,170885.94,136801.24,1,В работе
40004207976,Услуги Работа с гибкими трубами (ГНКТ) — РН-АЭРО (№40004207976),2022-09-13,40,9900000066,61,ЗК-Услуги-008,152742.16,135939.7,1,Исполнен
40005556578,"Услуги Аренда и покупка имущества, филиал Уфимский филиал АО РН-ПН (процедура 40005556578)",2024-01-06,26,9900000080,93,ЗК-Услуги-008,167973.92,135624.28,1,Исполнен
40009968934,Услуги Работа с гибкими трубами (ГНКТ) для АО РН-Тверь (процедура 40009968934),2022-09-21,59,9900000079,61,ЗК-Услуги-006,154178.39,135413.09,1,В работе
40006673921,Услуги HR и обучение персонала — РН-ОХРАНА-АНГАРСК (№40006673921),2022-08-28,7,9900000112,94,ЗК-Услуги-006,130440.98,135128.64,1,Исполнен
40008550825,"Услуги Инвестпроекты и НИОКР, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40008550825)",2023-09-22,21,9900000273,89,ЗК-Услуги-005,101682.34,134898.5,1,Исполнен
40002845469,Услуги Капитальное строительство для ООО СКН (процедура 40002845469),2024-07-25,87,9900000238,0,ЗК-Услуги-009,114276.45,134686.33,1,Исполнен
40009633190,Услуги ТО и ремонт оборудования — АО РОСПАН ИНТЕРНЕШНЛ (№40009633190),2024-12-06,41,9900000203,67,ЗК-Услуги-004,163996.65,133792.07,1,В работе
40009633190,"Услуги ТО и ремонт оборудования, филиал АО РОСПАН ИНТЕРНЕШНЛ (процедура 40009633190)",2024-12-06,41,9900000224,67,ЗК-Услуги-010,163996.65,133792.07,1,В работе
40000628335,Услуги Ремонт и освоение скважин для ООО РН-Карт (процедура 40000628335),2025-08-08,5,9900000252,62,ЗК-Услуги-007,168798.1,133126.47,1,Исполнен
40000666128,Услуги Строительно-монтажные работы (СМР) — ООО РН-Черноземье (№40000666128),2022-06-07,6,9900000217,72,ЗК-Услуги-001,149241.43,132718.53,1,Исполнен
40000666128,"Услуги Строительно-монтажные работы (СМР), филиал ООО РН-Черноземье (процедура 40000666128)",2022-06-07,6,9900000056,72,ЗК-Услуги-009,149241.43,132718.53,1,Исполнен
40000366551,Услуги Сопровождение бурения для ВНИКТИНХО (процедура 40000366551),2025-01-04,46,9900000059,57,ЗК-Услуги-007,104615.94,132440.82,1,Исполнен
40005308771,Услуги Аренда и покупка имущества — ООО РН-Черноземье (№40005308771),2025-11-26,6,6633028244,93,ЗК-Услуги-010,99869.6,131778.0,1,Исполнен
40005308771,"Услуги Аренда и покупка имущества, филиал ООО РН-Черноземье (процедура 40005308771)",2025-11-26,6,9900000065,93,ЗК-Услуги-009,99869.6,131778.0,1,Исполнен
40002098100,Услуги Ремонт и освоение скважин для АнгараНефть (процедура 40002098100),2025-06-15,56,9900000000,62,ЗК-Услуги-007,143662.81,131601.71,1,Исполнен
40009313846,Услуги Аренда и покупка имущества — ООО РН-Черноземье (№40009313846),2023-09-11,6,9900000072,93,ЗК-Услуги-002,111150.74,130748.07,1,Исполнен
40009313846,"Услуги Аренда и покупка имущества, филиал ООО РН-Черноземье (процедура 40009313846)",2023-09-11,6,9900000056,93,ЗК-Услуги-006,111150.74,130748.07,1,Исполнен
40009272618,Услуги Капитальное строительство для ООО Харампурнефтегаз (процедура 40009272618),2022-07-19,70,9900000051,0,ЗК-Услуги-010,102904.22,129854.44,1,Исполнен
40003057580,Услуги Поставка углеводородов — РН-Морской_терминал_Находка (№40003057580),2024-12-14,72,9900000217,90,ЗК-Услуги-004,164197.11,129551.77,1,Исполнен
40003057580,"Услуги Поставка углеводородов, филиал РН-Морской_терминал_Находка (процедура 40003057580)",2024-12-14,72,9900000060,90,ЗК-Услуги-003,164197.11,129551.77,1,Исполнен
40006195335,Услуги Авторский и технадзор для ТНП (процедура 40006195335),2024-02-18,13,9900000080,79,ЗК-Услуги-002,114263.81,128420.01,1,Исполнен
40000321973,Услуги Автотранспортные услуги — ООО РН-Черноземье (№40000321973),2022-11-20,6,9900000084,63,ЗК-Услуги-006,107026.1,127323.28,1,В работе
40008950568,"Услуги Строительство и содержание дорог, филиал ООО Удмуртнефть-Снабжение (процедура 40008950568)",2022-07-08,53,9900000063,64,ЗК-Услуги-008,110491.89,127117.66,1,В работе
40008950568,Услуги Строительство и содержание дорог для ООО Удмуртнефть-Снабжение (процедура 40008950568),2022-07-08,53,9900000057,64,ЗК-Услуги-006,110491.89,127117.66,1,В работе
40008950568,Услуги Строительство и содержание дорог — ООО Удмуртнефть-Снабжение (№40008950568),2022-07-08,53,9900000140,64,ЗК-Услуги-009,110491.89,127117.66,1,В работе
40008950568,"Услуги Строительство и содержание дорог, филиал ООО Удмуртнефть-Снабжение (процедура 40008950568)",2022-07-08,53,9900000105,64,ЗК-Услуги-005,110491.89,127117.66,1,В работе
40001473049,Услуги Авторский и технадзор для АнгараНефть (процедура 40001473049),2025-03-29,56,9900000079,79,ЗК-Услуги-002,127819.56,126010.85,1,Исполнен
40009132342,Услуги Энергоснабжение — УДМУРТНЕФТЬ-БУРЕНИЕ (№40009132342),2023-08-20,24,9900000056,101,ЗК-Услуги-008,160548.2,125365.35,1,В работе
40008747288,"Услуги Эксплуатационное бурение, филиал Туапсинский НПЗ (процедура 40008747288)",2023-03-02,29,9900000063,55,ЗК-Услуги-009,130468.7,124924.18,1,Исполнен
40001898449,Услуги Землеустроительные работы для АО Орелнефтепродукт (процедура 40001898449),2023-02-09,11,9900000231,77,ЗК-Услуги-010,140548.14,124559.01,1,Исполнен
40009613146,Услуги Корпоративная безопасность — АООРЕНБУРГНЕФТЬ (№40009613146),2025-06-23,2,9900000252,60,ЗК-Услуги-004,131953.55,124459.28,1,Исполнен
40005553220,"Услуги Страхование, филиал ООО Удмуртэнергонефть (процедура 40005553220)",2023-04-13,25,9900000056,81,ЗК-Услуги-006,133981.09,124134.7,1,В работе
40005553220,Услуги Страхование для ООО Удмуртэнергонефть (процедура 40005553220),2023-04-13,25,9900000078,81,ЗК-Услуги-010,133981.09,124134.7,1,В работе
40005645267,Услуги Промбезопасность и контроль — УНХ (№40005645267),2024-01-06,9,9900000035,69,ЗК-Услуги-008,125667.25,123848.98,1,В работе
40001407314,"Услуги Проектно-изыскательские работы (ПИР), филиал Туапсинский НПЗ (процедура 40001407314)",2024-05-05,29,9900000050,73,ЗК-Услуги-009,131622.4,123678.93,1,Исполнен
40008305327,Услуги Капитальное строительство для ООО ТЮНГД (процедура 40008305327),2022-02-13,64,9900000140,0,ЗК-Услуги-005,102269.51,122982.11,1,Исполнен
40008305327,Услуги Капитальное строительство — ООО ТЮНГД (№40008305327),2022-02-13,64,7708084402,0,ЗК-Услуги-006,102269.51,122982.11,1,Исполнен
40004225302,"Услуги Операторские и агентские услуги, филиал АО КНП (процедура 40004225302)",2022-02-13,33,9900000077,70,ЗК-Услуги-004,119289.52,121496.91,1,В работе
40000934870,Услуги Проектно-изыскательские работы (ПИР) для РН-СТАВРОПОЛЬЕ (процедура 40000934870),2022-12-27,15,9900000266,73,ЗК-Услуги-005,114576.37,121268.55,1,Исполнен
40000934870,Услуги Проектно-изыскательские работы (ПИР) — РН-СТАВРОПОЛЬЕ (№40000934870),2022-12-27,15,9900000000,73,ЗК-Услуги-007,114576.37,121268.55,1,Исполнен
40001844800,"Услуги Авиаперевозки и работы, филиал РН-Бурение (процедура 40001844800)",2023-10-20,85,9900000002,83,ЗК-Услуги-009,120055.27,120389.11,1,В работе
40007729033,Услуги Охрана и режим для СНКНГ Славнефть-Красноярскнефтегаз (процедура 40007729033),2023-07-03,21,9900000004,87,ЗК-Услуги-010,106920.07,119915.37,1,Исполнен
40006088967,Услуги EPC/EPCM контракты — АО АНПЗ ВНК (№40006088967),2025-04-17,74,9900000126,74,ЗК-Услуги-006,127301.83,119507.67,1,В работе
40000799980,"Услуги Авторский и технадзор, филиал ВНИКТИНХО (процедура 40000799980)",2022-08-14,46,9900000042,79,ЗК-Услуги-006,154075.75,118309.23,1,Расторгнут
40001784298,Услуги Охрана и режим для АО РН-Няганьнефтегаз (процедура 40001784298),2025-02-03,35,9900000070,87,ЗК-Услуги-008,141074.88,117935.64,1,Исполнен
